frame,joint,x,y,z
3,8,-0.020683,-0.022780,0.272435
3,9,-0.011457,0.003604,0.280608
3,10,-0.033880,-0.005622,0.299086
3,11,-0.149169,-0.015767,0.000000
3,12,0.149169,0.015767,0.000000
3,13,0.013934,-0.016492,0.295952
3,14,0.017845,-0.020152,0.297783
3,15,-0.007490,-0.029111,0.297398
3,16,0.022184,0.044618,0.270859
3,17,0.018392,0.022056,0.324127
3,18,-0.008901,0.006123,0.287608
3,19,0.011044,0.023805,0.294877
3,20,0.004262,0.017024,0.314187
3,21,-0.013394,0.027247,0.309535
3,22,0.002932,0.000656,0.313830
3,23,0.020450,-0.025481,0.282533
3,24,-0.034588,0.008796,0.307646
4,0,0.000000,0.000000,0.000000
4,1,-0.007035,-0.021976,0.326152
4,2,0.031968,0.031547,0.300975
4,3,0.002789,0.002743,0.297280
4,4,-0.024567,-0.012134,0.316305
4,5,-0.198032,-0.027989,0.600000
4,6,0.198032,0.027989,0.600000
4,7,-0.000060,-0.009536,0.294960
4,8,0.034990,0.029739,0.322042
4,9,0.003530,-0.024202,0.303881
4,10,-0.006452,0.012392,0.320469
4,11,-0.148524,-0.020992,0.000000
4,12,0.148524,0.020992,0.000000
4,13,-0.013649,0.026365,0.301157
4,14,0.001800,-0.011165,0.296279
4,15,0.001870,-0.003994,0.293665
4,16,-0.007886,0.040752,0.295889
4,17,0.015116,0.001548,0.241583
4,18,0.062432,0.000029,0.288968
4,19,0.026304,0.029694,0.288594
4,20,-0.016641,-0.017730,0.306997
4,21,0.003265,0.015681,0.297723
4,22,-0.010250,0.002384,0.288572
4,23,0.013200,0.008337,0.311123
4,24,0.009046,-0.008386,0.265539
5,0,0.000000,0.000000,0.000000
5,1,0.025344,0.021698,0.285126
5,2,0.017984,0.003102,0.298533
5,3,-0.000132,-0.016616,0.297383
5,4,0.001042,0.004061,0.287475
5,5,-0.196928,-0.034922,0.600000
5,6,0.196928,0.034922,0.600000
5,7,0.007657,-0.011652,0.289906
5,8,0.001586,-0.009265,0.279318
5,9,-0.010604,-0.014063,0.302526
5,10,0.013437,0.011606,0.286477
5,11,-0.147696,-0.026191,0.000000
5,12,0.147696,0.026191,0.000000
5,13,-0.007277,0.005225,0.267461
5,14,0.016967,0.024251,0.313644
5,15,-0.043827,0.005142,0.262738
5,16,0.018294,-0.043748,0.271379
5,17,0.006922,-0.028855,0.244508
5,18,-0.022062,0.008516,0.275961
5,19,-0.022327,0.003133,0.299598
5,20,0.024538,0.016786,0.292887
5,21,-0.014609,0.021205,0.286016
5,22,-0.022339,0.008963,0.287512
5,23,-0.031460,0.011995,0.317756
5,24,-0.024404,-0.007675,0.290168
6,0,0.000000,0.000000,0.000000
6,1,-0.003546,-0.009193,0.269550
6,2,0.000477,-0.006874,0.302520
6,3,0.013151,0.016215,0.308436
6,4,-0.052843,-0.020868,0.301682
6,5,-0.195581,-0.041811,0.600000
6,6,0.195581,0.041811,0.600000
6,7,0.016404,-0.020749,0.284191
6,8,0.034570,-0.051267,0.293190
6,9,-0.013682,-0.008365,0.292648
6,10,0.012799,0.019066,0.361795
6,11,-0.146686,-0.031358,0.000000
6,12,0.146686,0.031358,0.000000
6,13,0.035973,-0.001145,0.305149
6,14,0.021230,0.053751,0.296463
6,15,0.008250,-0.003447,0.324114
6,16,-0.027103,0.003146,0.273585
6,17,0.005752,0.016336,0.292211
6,18,-0.004422,0.023083,0.298114
6,19,0.011579,-0.004569,0.281540
6,20,-0.008106,0.042419,0.294593
6,21,0.001441,0.024431,0.307823
6,22,0.011198,0.046472,0.318939
6,23,-0.015778,0.014132,0.288503
6,24,-0.006559,0.021914,0.301756
7,0,0.000000,0.000000,0.000000
7,1,-0.005487,-0.010968,0.303264
7,2,-0.005092,0.019842,0.304418
7,3,-0.002761,0.062153,0.306757
7,4,-0.014173,-0.024560,0.277615
7,5,-0.193993,-0.048649,0.600000
7,6,0.193993,0.048649,0.600000
7,7,-0.027200,-0.001600,0.299629
7,8,0.012124,-0.020129,0.290693
7,9,-0.011495,0.033092,0.302915
7,10,0.008896,0.022413,0.304679
7,11,-0.145495,-0.036487,0.000000
7,12,0.145495,0.036487,0.000000
7,13,-0.001111,-0.008568,0.294207
7,14,-0.000683,-0.004660,0.295440
7,15,0.038238,-0.026588,0.258851
7,16,0.007658,0.027648,0.294720
7,17,0.016837,0.033248,0.295527
7,18,0.004409,-0.016266,0.287430
7,19,-0.007877,0.014864,0.329976
7,20,0.013999,-0.017063,0.284619
7,21,-0.007081,0.000517,0.312057
7,22,-0.029556,-0.020603,0.336180
7,23,0.009860,0.008886,0.272635
7,24,0.021163,0.011547,0.271438
8,0,0.000000,0.000000,0.000000
8,1,-0.023949,0.013426,0.274438
8,2,0.012804,-0.009955,0.314130
8,3,0.019103,0.037969,0.265480
8,4,-0.028565,-0.001347,0.334610
8,5,-0.192166,-0.055427,0.600000
8,6,0.192166,0.055427,0.600000
8,7,0.010993,-0.026476,0.318949
8,8,-0.000835,0.026506,0.277439
8,9,0.019256,0.028464,0.280845
8,10,0.003570,0.009679,0.304831
8,11,-0.144125,-0.041570,0.000000
8,12,0.144125,0.041570,0.000000
8,13,-0.016590,0.021107,0.282477
8,14,0.002590,0.010726,0.308122
8,15,0.012815,-0.035626,0.255157
8,16,0.005232,0.007459,0.328701
8,17,-0.003975,-0.002700,0.270586
8,18,0.008469,0.029234,0.292520
8,19,0.009828,0.024342,0.324255
8,20,0.019311,0.021123,0.233011
8,21,-0.036849,0.007984,0.266833
8,22,0.020066,-0.010955,0.269134
8,23,0.018106,-0.012412,0.280897
8,24,0.015464,-0.003917,0.276357
9,0,0.000000,0.000000,0.000000
9,1,-0.021334,-0.032445,0.332941
9,2,0.026689,0.001148,0.286508
9,3,0.009891,-0.003808,0.315947
9,4,0.012797,0.001355,0.294658
9,5,-0.190103,-0.062137,0.600000
9,6,0.190103,0.062137,0.600000
9,7,0.012273,0.000238,0.267040
9,8,0.005872,0.036225,0.292764
9,9,0.005507,-0.006463,0.305838
9,10,-0.005770,0.047614,0.309615
9,11,-0.142577,-0.046603,0.000000
9,12,0.142577,0.046603,0.000000
9,13,0.000945,0.006713,0.302399
9,14,0.029868,-0.013628,0.284169
9,15,0.011501,-0.003773,0.287745
9,16,-0.036993,0.000039,0.288663
9,17,0.021995,-0.021425,0.308671
9,18,-0.000584,-0.013108,0.326151
9,19,0.029787,-0.005425,0.296487
9,20,-0.041246,0.019312,0.297873
9,21,0.024242,-0.007564,0.312210
9,22,0.010341,0.011436,0.292512
9,23,-0.011797,-0.021274,0.305162
9,24,-0.015615,0.011347,0.262921
10,0,0.000000,0.000000,0.000000
10,1,0.028182,0.011630,0.302540
10,2,-0.014636,-0.015368,0.291694
10,3,0.014087,0.005141,0.309196
10,4,0.019387,0.013768,0.317703
10,5,-0.187805,-0.068770,0.600000
10,6,0.187805,0.068770,0.600000
10,7,0.000030,-0.019642,0.329040
10,8,0.027271,-0.033174,0.296529
10,9,0.047541,0.026767,0.322172
10,10,-0.044827,-0.006265,0.285765
10,11,-0.140854,-0.051578,0.000000
10,12,0.140854,0.051578,0.000000
10,13,-0.001030,-0.000770,0.321784
10,14,-0.009507,-0.003280,0.282307
10,15,-0.028838,0.008111,0.322581
10,16,-0.000007,0.028879,0.292111
10,17,0.011146,-0.040152,0.307670
10,18,0.035500,-0.013781,0.310256
10,19,0.008310,-0.005866,0.304960
10,20,-0.003651,-0.014191,0.299743
10,21,-0.005801,0.002014,0.255254
10,22,-0.008010,0.021766,0.313577
10,23,0.024479,-0.001081,0.320947
10,24,0.033009,-0.009085,0.298242
11,0,0.000000,0.000000,0.000000
11,1,0.059838,-0.008955,0.262535
11,2,0.031771,0.003671,0.270637
11,3,-0.024989,0.007918,0.272295
11,4,-0.015720,-0.028867,0.302167
11,5,-0.185276,-0.075319,0.600000
11,6,0.185276,0.075319,0.600000
11,7,-0.000690,-0.035949,0.330776
11,8,-0.019829,-0.008400,0.342177
11,9,-0.003918,-0.010762,0.288470
11,10,0.016509,-0.011676,0.259740
11,11,-0.138957,-0.056489,0.000000
11,12,0.138957,0.056489,0.000000
11,13,-0.026486,-0.013154,0.296520
11,14,-0.032542,0.002504,0.289764
11,15,-0.021697,-0.005965,0.337755
11,16,-0.007600,-0.003509,0.316799
11,17,-0.004516,0.008954,0.308129
11,18,-0.026588,0.010479,0.286498
11,19,-0.008287,-0.001481,0.275895
11,20,0.014397,0.016101,0.344841
11,21,-0.010811,-0.007456,0.334278
11,22,-0.034879,-0.012641,0.329658
11,23,-0.016979,0.047630,0.290113
11,24,-0.022137,0.000450,0.299958
12,0,0.000000,0.000000,0.000000
12,1,-0.010792,-0.009878,0.302154
12,2,-0.009514,-0.020151,0.299728
12,3,-0.002744,-0.032748,0.305765
12,4,-0.002795,0.026929,0.289805
12,5,-0.182518,-0.081775,0.600000
12,6,0.182518,0.081775,0.600000
12,7,-0.021917,-0.016774,0.323953
12,8,0.010517,-0.001868,0.276971
12,9,-0.011332,0.000242,0.311362
12,10,-0.008973,0.026044,0.294572
12,11,-0.136889,-0.061331,0.000000
12,12,0.136889,0.061331,0.000000
12,13,0.024122,-0.028999,0.312452
12,14,-0.007224,-0.041058,0.313757
12,15,-0.012238,0.021249,0.276218
12,16,-0.001749,0.006750,0.267568
12,17,-0.006488,0.011264,0.283337
12,18,-0.013569,0.016861,0.356105
12,19,-0.012810,0.009510,0.287215
12,20,0.030841,-0.011378,0.304713
12,21,0.024329,-0.021188,0.311565
12,22,-0.005239,-0.034284,0.287984
12,23,0.000055,-0.010995,0.317510
12,24,-0.007206,0.004075,0.309452
13,0,0.000000,0.000000,0.000000
13,1,0.042276,0.013497,0.284929
13,2,0.031567,0.003111,0.305439
13,3,-0.024075,-0.006029,0.304924
13,4,-0.031143,-0.007087,0.300335
13,5,-0.179536,-0.088130,0.600000
13,6,0.179536,0.088130,0.600000
13,7,-0.014870,0.028185,0.333200
13,8,-0.027234,-0.038809,0.271968
13,9,0.027004,-0.024341,0.295365
13,10,0.027844,0.013923,0.319483
13,11,-0.134652,-0.066097,0.000000
13,12,0.134652,0.066097,0.000000
13,13,0.001870,0.045165,0.291274
13,14,-0.024243,0.002444,0.357148
13,15,0.032097,-0.005153,0.267699
13,16,0.001397,0.010505,0.312555
13,17,-0.002024,-0.020466,0.289363
13,18,0.008322,0.028258,0.320942
13,19,-0.004807,-0.004223,0.323984
13,20,0.021894,0.010158,0.254745
13,21,-0.027986,0.014804,0.323067
13,22,0.009544,0.002337,0.299909
13,23,0.007564,-0.029028,0.286032
13,24,0.011675,-0.005867,0.296777
14,0,0.000000,0.000000,0.000000
14,1,-0.000657,0.007223,0.289081
14,2,-0.021525,0.006158,0.265514
14,3,-0.003406,-0.028594,0.321544
14,4,0.047658,-0.023352,0.318394
14,5,-0.176333,-0.094376,0.600000
14,6,0.176333,0.094376,0.600000
14,7,-0.009864,-0.012284,0.290773
14,8,0.007353,0.012577,0.285965
14,9,-0.012623,0.022236,0.327799
14,10,-0.021165,-0.006507,0.320359
14,11,-0.132249,-0.070782,0.000000
14,12,0.132249,0.070782,0.000000
14,13,0.042049,0.004934,0.309962
14,14,-0.017690,0.020789,0.310045
14,15,-0.006991,0.000381,0.345045
14,16,0.030913,0.031010,0.282247
14,17,-0.024247,-0.031370,0.313094
14,18,-0.023205,-0.020721,0.323901
14,19,-0.036734,0.010819,0.275907
14,20,0.002674,0.047786,0.307369
14,21,-0.004846,-0.004014,0.295827
14,22,-0.010460,-0.033313,0.282904
14,23,0.027836,0.025446,0.313113
14,24,-0.000362,0.013113,0.305653
15,0,0.000000,0.000000,0.000000
15,1,0.012689,0.031476,0.325626
15,2,-0.006224,-0.016929,0.259046
15,3,-0.014163,-0.001252,0.297879
15,4,-0.000219,0.008977,0.320754
15,5,-0.172912,-0.100506,0.600000
15,6,0.172912,0.100506,0.600000
15,7,-0.029965,-0.019152,0.280894
15,8,0.014300,0.037017,0.304825
15,9,0.009635,-0.009356,0.281305
15,10,-0.012594,0.032675,0.299930
15,11,-0.129684,-0.075380,0.000000
15,12,0.129684,0.075380,0.000000
15,13,-0.003399,0.013434,0.302711
15,14,0.022432,0.000840,0.306639
15,15,0.011118,-0.011033,0.292843
15,16,0.013502,0.003501,0.289598
15,17,0.000708,0.051381,0.297342
15,18,-0.014723,0.009158,0.334005
15,19,-0.002931,-0.003974,0.292193
15,20,-0.025251,-0.001325,0.322400
15,21,0.009016,0.002787,0.266707
15,22,-0.006506,-0.021809,0.246853
15,23,-0.011525,0.012513,0.281242
15,24,-0.016715,0.035500,0.313937
16,0,0.000000,0.000000,0.000000
16,1,0.025797,0.026826,0.313572
16,2,-0.000788,0.009667,0.329581
16,3,0.005500,0.003305,0.304437
16,4,0.018678,-0.009907,0.333967
16,5,-0.169278,-0.106513,0.600000
16,6,0.169278,0.106513,0.600000
16,7,0.019466,-0.012822,0.335891
16,8,-0.033833,-0.046335,0.312259
16,9,-0.015236,-0.012398,0.310664
16,10,0.022024,0.045134,0.309872
16,11,-0.126959,-0.079884,0.000000
16,12,0.126959,0.079884,0.000000
16,13,-0.014237,0.011878,0.293581
16,14,-0.011039,0.021895,0.325844
16,15,-0.037624,0.020672,0.302989
16,16,0.010362,-0.020122,0.278271
16,17,-0.010169,0.010275,0.295925
16,18,-0.008086,0.017621,0.283120
16,19,-0.039410,0.008345,0.275191
16,20,0.002538,0.020867,0.281609
16,21,-0.012776,-0.028926,0.297130
16,22,-0.017019,-0.038423,0.293201
16,23,0.017957,-0.027372,0.302678
16,24,-0.015750,-0.039135,0.325821
17,0,0.000000,0.000000,0.000000
17,1,0.007180,0.000617,0.282684
17,2,-0.039147,0.015914,0.283743
17,3,0.034520,-0.016558,0.290814
17,4,-0.005026,-0.007128,0.306446
17,5,-0.165436,-0.112388,0.600000
17,6,0.165436,0.112388,0.600000
17,7,-0.003492,0.000806,0.286329
17,8,0.028295,-0.000191,0.291649
17,9,0.000125,-0.020991,0.289899
17,10,0.003114,0.003701,0.333862
17,11,-0.124077,-0.084291,0.000000
17,12,0.124077,0.084291,0.000000
17,13,-0.002529,0.005726,0.279185
17,14,0.023460,-0.006465,0.338341
17,15,-0.036429,0.027065,0.294502
17,16,-0.005630,-0.023917,0.311108
17,17,0.022880,-0.027501,0.303504
17,18,-0.015514,0.004617,0.304493
17,19,-0.026023,-0.038173,0.295062
17,20,0.014248,-0.025300,0.297827
17,21,0.011020,-0.014273,0.274667
17,22,-0.009187,0.014211,0.298201
17,23,0.024274,-0.026493,0.346164
17,24,0.004985,-0.015671,0.326543
18,0,0.000000,0.000000,0.000000
18,1,-0.010534,-0.015302,0.288917
18,2,-0.052827,0.012984,0.294894
18,3,-0.010678,-0.023121,0.328155
18,4,-0.002888,-0.009895,0.314319
18,5,-0.161390,-0.118124,0.600000
18,6,0.161390,0.118124,0.600000
18,7,-0.012846,-0.012609,0.315961
18,8,0.012618,0.010444,0.310538
18,9,-0.001534,-0.020269,0.296974
18,10,0.033791,-0.007174,0.319263
18,11,-0.121042,-0.088593,0.000000
18,12,0.121042,0.088593,0.000000
18,13,-0.014964,0.004962,0.284781
18,14,0.003373,-0.011329,0.264339
18,15,-0.007502,0.017748,0.286001
18,16,-0.011644,-0.009817,0.289858
18,17,0.015327,0.002169,0.294037
18,18,-0.023731,0.027712,0.296198
18,19,-0.007436,-0.025812,0.310797
18,20,0.003645,-0.000708,0.267351
18,21,-0.032073,-0.007097,0.344209
18,22,-0.002909,0.014972,0.337778
18,23,0.028117,0.003521,0.263700
18,24,0.005189,0.013839,0.308499
19,0,0.000000,0.000000,0.000000
19,1,-0.009471,-0.026187,0.311824
19,2,0.022793,0.000074,0.295996
19,3,0.006955,-0.027773,0.286748
19,4,-0.001737,-0.028002,0.313991
19,5,-0.157145,-0.123715,0.600000
19,6,0.157145,0.123715,0.600000
19,7,0.000722,0.013246,0.270137
19,8,0.005753,-0.018696,0.306169
19,9,-0.020100,0.005374,0.348310
19,10,-0.015901,0.006804,0.308471
19,11,-0.117859,-0.092787,0.000000
19,12,0.117859,0.092787,0.000000
19,13,0.022215,0.014918,0.316395
19,14,-0.026353,-0.009093,0.273120
19,15,-0.020974,0.027396,0.295929
19,16,-0.022833,-0.005808,0.320469
19,17,-0.016827,-0.006446,0.282020
19,18,-0.018855,0.009268,0.326798
19,19,-0.013181,0.033053,0.283047
19,20,0.038748,0.005018,0.339528
19,21,-0.020680,0.017543,0.319569
19,22,-0.018939,-0.021852,0.296921
19,23,-0.014781,0.021487,0.289722
19,24,-0.003364,0.001667,0.336543
20,0,0.000000,0.000000,0.000000
20,1,0.022326,0.016443,0.301720
20,2,0.007615,-0.038623,0.296316
20,3,-0.020793,0.001450,0.298607
20,4,-0.011990,0.002099,0.303629
20,5,-0.152706,-0.129154,0.600000
20,6,0.152706,0.129154,0.600000
20,7,-0.022150,0.014508,0.307721
20,8,-0.002886,0.008182,0.325709
20,9,0.023312,0.019339,0.305564
20,10,0.045693,0.035411,0.260954
20,11,-0.114530,-0.096866,0.000000
20,12,0.114530,0.096866,0.000000
20,13,0.017302,-0.043675,0.320765
20,14,0.021171,0.002313,0.300461
20,15,0.010429,0.015793,0.305181
20,16,-0.028349,-0.010978,0.321914
20,17,0.003773,0.001401,0.327143
20,18,-0.004583,-0.018147,0.280324
20,19,0.033300,-0.011338,0.328996
20,20,0.002818,-0.003720,0.310446
20,21,-0.005693,-0.021508,0.316457
20,22,0.015708,-0.012900,0.284137
20,23,0.044131,0.006159,0.317754
20,24,-0.015832,-0.018007,0.336638
21,0,0.000000,0.000000,0.000000
21,1,-0.024641,-0.030520,0.312981
21,2,-0.003409,-0.019059,0.278652
21,3,0.006273,0.003986,0.297194
21,4,-0.013043,0.026926,0.265758
21,5,-0.148080,-0.134434,0.600000
21,6,0.148080,0.134434,0.600000
21,7,0.021476,0.054697,0.293339
21,8,0.010257,-0.023146,0.286052
21,9,0.046325,0.012642,0.324212
21,10,0.019266,-0.036739,0.265953
21,11,-0.111060,-0.100825,0.000000
21,12,0.111060,0.100825,0.000000
21,13,-0.012319,0.014654,0.265701
21,14,0.013211,0.000250,0.330208
21,15,-0.006687,-0.014065,0.289685
21,16,-0.009339,-0.015540,0.276279
21,17,0.005497,0.048741,0.309662
21,18,0.031480,-0.021313,0.319832
21,19,0.005979,0.019421,0.308426
21,20,-0.014413,-0.017173,0.307973
21,21,-0.009842,0.016311,0.285214
21,22,-0.000957,0.009732,0.305093
21,23,0.005751,0.004833,0.263431
21,24,-0.047305,0.023744,0.328168
22,0,0.000000,0.000000,0.000000
22,1,0.016028,0.019312,0.293405
22,2,-0.051822,-0.007259,0.326330
22,3,-0.007607,-0.008207,0.313910
22,4,-0.009180,-0.006890,0.285372
22,5,-0.143271,-0.139548,0.600000
22,6,0.143271,0.139548,0.600000
22,7,-0.004663,0.008686,0.330998
22,8,0.029818,-0.009212,0.296343
22,9,0.013028,-0.008641,0.255648
22,10,0.036722,-0.019655,0.303037
22,11,-0.107453,-0.104661,0.000000
22,12,0.107453,0.104661,0.000000
22,13,-0.002033,0.002955,0.291613
22,14,0.003245,-0.034952,0.303228
22,15,-0.013588,-0.005559,0.314756
22,16,-0.000134,0.017860,0.293583
22,17,0.043064,-0.011020,0.288189
22,18,-0.007493,0.009299,0.287167
22,19,0.015803,-0.005946,0.304670
22,20,-0.011374,0.029897,0.277182
22,21,-0.021563,0.020979,0.299182
22,22,0.013789,0.028257,0.315877
22,23,-0.015082,0.001362,0.264994
22,24,-0.009724,-0.012515,0.283274
23,0,0.000000,0.000000,0.000000
23,1,-0.015936,-0.001931,0.305490
23,2,-0.056156,0.024049,0.293536
23,3,-0.003950,0.009059,0.347366
23,4,0.046101,-0.012073,0.320467
23,5,-0.138285,-0.144490,0.600000
23,6,0.138285,0.144490,0.600000
23,7,0.006492,-0.000216,0.282953
23,8,-0.007270,0.010312,0.304658
23,9,0.048749,-0.016098,0.300937
23,10,0.001859,0.023651,0.304806
23,11,-0.103714,-0.108367,0.000000
23,12,0.103714,0.108367,0.000000
23,13,0.011803,-0.015321,0.309139
23,14,-0.005857,0.010567,0.340593
23,15,0.017205,-0.012565,0.289685
23,16,-0.000911,0.010003,0.313664
23,17,-0.018582,0.025954,0.301968
23,18,-0.016101,-0.034917,0.280015
23,19,-0.037812,0.022713,0.302697
23,20,0.008003,-0.023473,0.245578
23,21,-0.003546,-0.006795,0.291866
23,22,-0.001306,-0.003986,0.253461
23,23,0.002521,0.015648,0.295008
23,24,-0.046181,-0.002726,0.281528
24,0,0.000000,0.000000,0.000000
24,1,0.007214,0.044708,0.268124
24,2,-0.040123,0.015237,0.260334
24,3,0.017734,-0.000612,0.286242
24,4,-0.034767,-0.008908,0.291837
24,5,-0.133129,-0.149254,0.600000
24,6,0.133129,0.149254,0.600000
24,7,0.006736,0.029766,0.282136
24,8,0.016295,0.017978,0.288189
24,9,-0.013374,0.013130,0.254768
24,10,0.005741,-0.029480,0.289146
24,11,-0.099847,-0.111940,0.000000
24,12,0.099847,0.111940,0.000000
24,13,-0.000159,-0.013689,0.289383
24,14,-0.006590,0.025336,0.254203
24,15,0.032766,0.017157,0.261671
24,16,0.010185,-0.009940,0.279332
24,17,0.000976,0.010021,0.307812
24,18,-0.033457,-0.016483,0.285305
24,19,0.007972,0.015190,0.294288
24,20,0.016994,0.002308,0.308655
24,21,-0.016064,0.032825,0.320315
24,22,0.009802,-0.032206,0.310238
24,23,0.015494,0.011635,0.279083
24,24,-0.013627,0.042831,0.276217
25,0,0.000000,0.000000,0.000000
25,1,-0.021317,0.006269,0.329160
25,2,-0.002148,0.006679,0.313085
25,3,-0.039774,-0.015490,0.288148
25,4,-0.007277,-0.017685,0.295520
25,5,-0.127809,-0.153834,0.600000
25,6,0.127809,0.153834,0.600000
25,7,0.038744,0.004332,0.325868
25,8,0.001468,0.003520,0.299596
25,9,0.021886,-0.009309,0.296866
25,10,-0.033289,0.013581,0.281324
25,11,-0.095857,-0.115375,0.000000
25,12,0.095857,0.115375,0.000000
25,13,0.012629,0.011115,0.303026
25,14,-0.001238,-0.014877,0.289532
25,15,-0.010662,0.013396,0.307450
25,16,-0.004821,0.017575,0.320753
25,17,-0.060530,-0.017443,0.326826
25,18,0.012611,-0.007757,0.313894
25,19,0.019009,0.017612,0.281995
25,20,-0.011201,0.012218,0.303699
25,21,0.007276,-0.043105,0.318629
25,22,-0.000777,-0.014602,0.291369
25,23,-0.015129,0.026582,0.284450
25,24,0.008580,-0.012971,0.281973
26,0,0.000000,0.000000,0.000000
26,1,-0.004948,0.016867,0.281192
26,2,-0.039348,0.007533,0.276499
26,3,0.001933,0.027206,0.311840
26,4,0.010501,-0.048816,0.294919
26,5,-0.122332,-0.158224,0.600000
26,6,0.122332,0.158224,0.600000
26,7,0.010622,0.000151,0.302357
26,8,-0.016695,0.024774,0.281167
26,9,-0.007522,-0.023286,0.308062
26,10,0.010264,-0.005787,0.288852
26,11,-0.091749,-0.118668,0.000000
26,12,0.091749,0.118668,0.000000
26,13,-0.003337,0.051150,0.253008
26,14,-0.006614,0.014755,0.303667
26,15,-0.007159,0.002416,0.289973
26,16,-0.020068,-0.010317,0.326059
26,17,0.016699,-0.009663,0.300210
26,18,0.002489,0.015201,0.279860
26,19,0.023440,-0.013138,0.311709
26,20,0.007626,-0.023221,0.310995
26,21,0.023520,0.043953,0.311743
26,22,-0.006646,-0.003345,0.325385
26,23,0.038093,0.009384,0.302258
26,24,0.013710,0.011855,0.298840
27,0,0.000000,0.000000,0.000000
27,1,-0.013595,-0.013154,0.278489
27,2,0.016797,0.004055,0.315500
27,3,-0.032378,-0.003839,0.299948
27,4,0.006143,-0.014817,0.323504
27,5,-0.116703,-0.162420,0.600000
27,6,0.116703,0.162420,0.600000
27,7,-0.015546,-0.039589,0.276538
27,8,-0.008196,0.011111,0.254797
27,9,-0.002344,0.019873,0.319588
27,10,-0.003825,0.023841,0.297779
27,11,-0.087528,-0.121815,0.000000
27,12,0.087528,0.121815,0.000000
27,13,0.007198,-0.004725,0.299565
27,14,0.041758,0.012985,0.317765
27,15,-0.004586,-0.019713,0.292696
27,16,0.006043,-0.014235,0.318624
27,17,-0.039119,0.039056,0.297251
27,18,0.041086,0.039310,0.336212
27,19,-0.000436,0.011986,0.278211
27,20,0.004042,-0.000672,0.261436
27,21,-0.017380,0.026522,0.275531
27,22,0.019122,0.000108,0.296374
27,23,-0.029761,0.008355,0.313164
27,24,0.050815,-0.004672,0.287892
